id,pid,code,description,section
56638,28838,3811210050,"Additives for lubricating oils,<br> <br>- based on calcium C16-24 alkylbenzenesulphonates (CAS RN 70024-69-0),<br> <br>- containing mineral oils,<br>used as a concentrated additive for the manufacture of engine oils through a blending process",
56738,28838,3811210053,"Additives containing: <br> <br>- overbased calcium petroleum sulphonates (CAS 68783-96-0) with a sulphonate content by weight of 15 % or more, but not more than 30 % and<br> <br>- by weight more than 40 % but not more than 60 % of mineral oil,<br>having a total base number of 280 or more but not more than 420,for use in the manufacture of lubricating oils",
56838,28838,3811210055,"Additives containing:<br> <br>- low base number calcium polypropylbenzenesulphonate (CAS RN 75975-85-8) and<br> <br>- by weight more than 40 % but not more than 60 % mineral oils,<br>having a total base number of  more than 10 but not more than 25, for use in the manufacture of lubricating oils",
57038,28838,3811210060,"Additives for lubricating oils, containing mineral oils,<br> <br>- based on calcium polypropylenyl substituted benzenesulphonate (CAS RN 75975-85-8) with a content by weight of 25 % or more but not more than 35 %,<br> <br>- with a total base number (TBN) of 280 or more but not more than 320,<br>used as a concentrated additive for the manufacture of engine oils through a blending process",
57138,28838,3811210063,"Additives containing:<br> <br>- an overbased mixture of calcium petroleum sulphonates (CAS RN 61789-86-4) and synthetic calcium alkylbenzenesulphonates (CAS RN 68584-23-6 and CAS RN 70024-69-0)  with a total sulphonate content by weight of 15 % or more, but not more than 25 % and<br> <br>- by weight more than 40 % but not more than 60 % of mineral oils,<br>having a total base number of 280 or more but not more than 320, for use in the manufacture of lubricating oils",
57238,28838,3811210065,"Additives containing:<br> <br>- a polyisobutylene succinimide based mixture (CAS RN 160610-76-4), and<br> <br>- more than 35 % but not more than 50 % by weight of mineral oils,<br>having a sulphur content of more than 0,7 % but not more than 1,3 % by weight, having a total base number of more than 8, for use in the manufacture of lubricating oils",
57338,28838,3811210070,"Additives for lubricating oils,<br> <br>- containing polyisobutylene succinimide derived from reaction products of polyethylenepolyamines with polyisobutenyl succinic anhydride (CAS RN 84605-20-9),<br> <br>- containing mineral oils,<br> <br>- with a chlorine content by weight of 0,05 % or more but not more than 0,25 %,<br> <br>- with a total base number (TBN) of more than 20,<br>used as a concentrated additive for the manufacture of engine oils through a blending process",
57438,28838,3811210073,"Additives containing:<br> <br>- borated succinimide compounds (CAS RN 134758-95-5),<br> <br>- mineral oils, and<br> <br>- having a total base number (TBN) greater than 40,<br>for use in the manufacture of additive mixtures for lubricating oils",
57538,28838,3811210075,"Additives containing:<br> <br>- Calcium (C10-C14) dialkylbenzenesulfonates,<br> <br>- more than 40 %, but not more than 60 % by weight of mineral oils,<br>with a total base number of not more than 10, for use in the manufacture of blends of additives for lubricating oils",
57638,28838,3811210077,"Antifoam additives consisting of:<br> <br>- a copolymer of 2-ethylhexyl acrylate and ethyl acrylate, and<br> <br>- more than 50 % but not more than 80 % by weight of mineral oils<br>for use in the manufacture of  additive blends for lubricating oils",
57738,28838,3811210080,"Additives containing :<br> <br>- polyisobutylene aromatic polyamine succinimide,<br> <br>- more than 40 % but not more than 60 % by weight of mineral oils,<br>with a nitrogen content of more than 0,6 % but not more than 0,9 % by weight, for use in the manufacture of additive blends for lubricating oils",
57838,28838,3811210083,"Additives containing:<br> <br>- polyisobutene succinimide derived from reaction of polyethylenepolyamines with polyisobutenyl succinic anhydride (CAS RN 84605-20-9),<br> <br>- containing more than 31,9 % but not more than 43,3 % by weight of mineral oils,<br> <br>- not more than 0,05 % by weight chlorine, and<br> <br>- having a total base number (TBN) greater than 20,<br>for use in the manufacture of additives blends for lubricating oils",
57938,28838,3811210085,"Additives,<br> <br>- containing more than 20 % but not more than 45 % by weight of mineral oils,<br> <br>- based on a mixture of branched dodecylphenol sulfide calcium salts, whether or not carbonated,<br>of a kind used in the manufacture of blends of additives for lubricating oils",
58038,28838,3811210090,Other,
46738,8738,3811290000,Other,
58238,46738,3811290015,"Additive containing :<br> <br>- products from the reaction of branched heptyl phenol with formaldehyde, carbon disulphide and hydrazine (CAS RN 93925-00-9) and<br> <br>- by weight more than 15 % but not more than 28 % of light aromatic petroleum naphtha solvent,<br>for use in the manufacture of lubricating oils",
58338,46738,3811290018,"Additive consisting of dihydroxy butanedioic acid - (mixed C12-16-alkyl and C13-rich C11-14-isoalkyl) diester, of a kind used in the manufacture of automotive engine oils",
58438,46738,3811290020,"Additives for lubricating oils, consisting of reaction products of bis(2-methylpentan-2-yl)dithiophosphoric acid with propylene oxide, phosphorus oxide, and amines with C12-14 alkyl chains, used as a concentrated additive for the manufacture of lubricating oils",
58538,46738,3811290025,"Additives containing at least salts of primary amines and mono- and di-alkylphosphoric acids, for use in the manufacture of lubricating oils",
58638,46738,3811290030,"Additives for lubricating oils, consisting of reaction products of butyl-cyclohex-3-enecarboxylate, sulphur and triphenyl phosphite (CAS RN 93925-37-2), used as a concentrated additive for the manufacture of engine oils through a blending process",
58738,46738,3811290035,"Additives consisting of an imidazoline based  mixture (CAS RN 68784-17-8), for use in the manufacture of lubricating oils",
58838,46738,3811290040,"Additives for lubricating oils, consisting of reaction products of 2-methyl-prop-1-ene  with sulphur monochloride and sodium sulphide (CAS RN 68511-50-2), with a chlorine content by weight of 0,01 % or more but not more than  0,5 %, used as a concentrated additive for the manufacture of lubricating oils",
58938,46738,3811290045,"Additives consisting of a mixture of (C7-C9) dialkyl adipates, in which diisooctyl adipate (CAS RN 1330-86-5) is more than 85 % by weight of the mixture, for use in the manufacture of lubricating oils",
59038,46738,3811290050,"Additives for lubricating oils, consisting of a mixture of N,N-dialkyl -2-hydroxyacetamides with alkyl chain lengths between 12 and 18 carbon atoms (CAS RN 866259-61-2), used as a concentrated additive for the manufacture of engine oils through a blending process",
59138,46738,3811290055,"Additives consisting of reaction products of diphenylamine and branched nonenes containing by weight:<br>- 28 % or more, but not more than 55 % of 4-monononyldiphenylamine,<br>- 45 % or more, but not more than 65 % of 4,4′-dinonyldiphenylamine, and<br>- not more than 5 % of 2,4-dinonyldiphenylamine and 2,4′-dinonyldiphenylamine,<br>used for the manufacture of lubricating oils",
59338,46738,3811290065,"Additives consisting of a sulphurised mixture of vegetable oil, long chain α-olefins and tall oil fatty acids, with a sulphur content of 8 % or more but not more than 12 % by weight, for use in the manufacture of blends of additives for lubricating oils",
59438,46738,3811290070,"Additives consisting of  dialkylphosphites  (in which the alkyl groups contain more than 80 % by weight of oleyl, palmityl and stearyl groups), for use in the manufacture of lubricating oils",
59538,46738,3811290075,"Oxidation inhibitor mainly containing a mixture of isomers of 1-(tert-dodecylthio)propan-2-ol (CAS RN 67124-09-8), used in the manufacture of blends of additives for lubricating oils",
59638,46738,3811290080,"Additives containing :<br> <br>- more than 70 %  by weight of 2,5-bis(tert-nonyldithio)-[1,3,4]-thiadiazole (CAS RN 89347-09-1), and<br> <br>- more than 15 % by weight of 5-(tert-nonyldithio)- 1,3,4-thiadiazole-2(3H)-thione (CAS RN 97503-12-3),<br> for use in the manufacture of lubricating oils",
59738,46738,3811290085,"Additives consisting of  a mixture of3-((C9-11)-isoalkyloxy)tetrahydrothiophene 1,1-dioxide, C10-rich (CAS RN 398141-87-2), for use in the  manufacture of lubricating oils",
59838,46738,3811290090,Other,
17938,1438,3811900000,Other,
29238,17938,3811900010,"Dinonylnaphthylsulphonic acid salt, in a mineral oil solution",
29538,17938,3811900040,"Solution of a quaternary ammonium salt based on polyisobutenyl succinimide, containing by weight 10% or more but not more than 29,9% of 2-ethylhexanol",
29638,17938,3811900050,Corrosion inhibitor  containing :<br> <br>- polyisobutenyl succinic acid and <br> <br>- more than 5 % and not more than 20 % by weight of mineral oils<br>for use in the manufacture of blends of additives for fuels,
29738,17938,3811900090,Other,
1538,338,3812000000,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti-oxidising preparations and other compound stabilisers for rubber or plastics",
18038,1538,3812100000,Prepared rubber accelerators,
29838,18038,3812100010,Rubber accelerator based on diphenyl guanidine granules (CAS RN 102-06-7),
30038,18038,3812100090,Other,
9238,1538,3812200000,Compound plasticisers for rubber or plastics,
30338,9238,3812201000,"Reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate",
46838,9238,3812209000,Other,
59938,46838,3812209010,"Plasticizer, containing:<br> <br>- bis(2-ethylhexyl)-1,4-benzene dicarboxylate (CAS RN 6422-86-2)<br> <br>- more than 10 % but not more than 60 % by weight of dibutylterephthalate (CAS RN 1962-75-0)<br>",
60038,46838,3812209090,Other,
9538,1538,,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,
31038,9538,3812310000,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",
31138,9538,3812390000,Other,
62438,31138,3812391000,Anti-oxidising preparations,
82838,62438,3812391010,"4,4'-Isopropylidenediphenol C12-15 alcohol phosphite containing by weight 1 % or more but not more than 3 % of  bisphenol A (CAS RN 96152-48-6)",
82938,62438,3812391090,Other,
62538,31138,3812399000,Other,
83038,62538,3812399020,"Mixture containing predominantly bis(2,2,6,6-tetramethyl-1-octyloxy-4-piperidyl) sebacate",
83138,62538,3812399025,"UV photo stabiliser containing:<br> <br>- α-[3-[3-(2H-Benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropyl]-ω-hydroxypoly(oxy-1,2-ethanediyl) (CAS RN 104810-48-2);  <br> <br>- α-[3-[3-(2H-Benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropyl]-ω-[3-[3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropoxy]poly (oxy-1,2-ethanediyl) (CAS RN 104810-47-1); <br> <br>- polyethylene glycol of a weight average molecular weight (Mw) of 300 (CAS RN 25322-68-3)<br> <br>- bis (1,2,2,6,6-pentamethyl-4-piperidyl)sebacate (CAS RN 41556-26-7), and<br> <br>- methyl-1,2,2,6,6-pentamethyl-4- piperidyl sebacate (CAS RN 82919-37-7)<br>",
83238,62538,3812399030,Compound stabilisers containing by weight 15 % or more but not more than 40 % of sodium perchlorate and not more than 70 % of 2-(2-methoxyethoxy)ethanol,
83338,62538,3812399035,Mixture containing by weight:<br> <br>- 25 % or more but not more than 50 % of a mixture of C15-18 tetramethylpiperidinyl esters (CAS RN 86403-32-9)<br> <br>- not more than 20 % of other organic compounds<br> <br>- on a carrier of polypropylene (CAS RN 9003-07-0)<br>,
83438,62538,3812399040,"Mixture of:<br> <br>- 80 % (± 10 %) by weight of 2-ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate, and<br> <br>- 20 % (± 10 %) by weight of 2-ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate<br>",
83538,62538,3812399055,"UV stabilizer, containing: <br>						<br>- 2-(4,6-bis(2,4-dimethylphenyl)-1,3,5-triazin-2-yl)-5-(octyloxy)-phenol (CAS RN 2725-22-6) and <br>						<br>- either N,N'-bis(1,2,2,6,6-pentamethyl-4-piperidinyl)-1,6-hexanediamine, polymer with 2,4- dichloro-6-(4-morpholinyl)-1,3,5-triazine (CAS RN 193098-40-7) or <br>						<br>- N,N'-bis(2,2,6,6-tetramethyl-4-piperidinyl)-1,6-hexanediamine, polymer with 2,4- dichloro-6-(4-morpholinyl)-1,3,5-triazine (CAS RN 82451-48-7)",
83638,62538,3812399065,"Stabiliser for plastic material containing: <br>						<br>- 2-ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate (CAS RN 57583-35-4), <br>						<br>- 2-ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate (CAS RN 57583-34-3), and <br>						<br>- 2-ethylhexyl mercaptoacetate (CAS RN 7659-86-1)",
83738,62538,3812399070,"Light stabiliser containing: <br>						<br>- branched and linear alkyl esters of 3-(2H-benzotriazolyl)-5-(1,1-dimethylethyl)-4-hydroxybenzenepropanoic acid (CAS RN 127519-17-9), and <br>						<br>- 1-methoxy-2-propyl acetate (CAS RN 108-65-6)",
83838,62538,3812399080,"UV-stabilizer, consisting of:<br> <br>- a hindered amine: N,N'-bis(1,2,2,6,6-pentamethyl-4-piperidinyl)-1,6-hexanediamine, polymer with 2,4- dichloro-6-(4-morpholinyl)-1,3,5-triazine (CAS RN 193098-40-7) and<br> <br>- either an o-hydroxyphenyl triazine UV light absorber or<br> <br>- a chemically modified phenolic compound<br>",
83938,62538,3812399090,Other,
1638,338,3813000000,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades,
9638,1638,3813000010,"Preparations and charges for fire-extinguishers, of mentioned in code 8424, for use in certain types of aircraft",
9738,1638,3813000090,Other,
1738,338,3814000000,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers",
18238,1738,3814001000,Based on butyl acetate,
31338,18238,,"Ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union), denatured or undenatured, excluding products with a water content of more than 0,3 % (m/m) measured according to the standard EN 15376, but including ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union) contained in blends with gasoline with an ethyl alcohol content of more than 10 % (v/v)",
62638,31338,3814001011,For use as fuel,
62738,31338,3814001017,For other uses,
31438,18238,3814001090,Other,
18338,1738,3814009000,Other,
31638,18338,3814009020,"Mixture containing by weight:<br> <br>- 69 % or more but not more than 71 % of 1-methoxypropan-2-ol,<br> <br>- 29 % or more but not more than 31 % of 2-methoxy-1-methylethyl acetate<br>",
31838,18338,3814009040,Azeotrope mixtures containing isomers of nonafluorobutyl methyl ether and/or nonafluorobutyl ethyl ether,
32038,18338,,"Ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union), denatured or undenatured, excluding products with a water content of more than 0,3 % (m/m) measured according to the standard EN 15376, but including ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union) contained in blends with gasoline with an ethyl alcohol content of more than 10 % (v/v)",
62838,32038,3814009071,For use as fuel,
62938,32038,3814009079,For other uses,
32238,18338,3814009099,Other,
1838,338,3815000000,"Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included",
10238,1838,,Supported catalysts,
32338,10238,3815110000,With nickel or nickel compounds as the active substance,
32538,10238,3815120000,With precious metal or precious-metal compounds as the active substance,
63238,32538,3815120010,"Catalyst, in the form of granules or rings of a diameter of 3 mm or more but not more than 10 mm, consisting of silver on an aluminium oxide support and containing by weight 8 % or more but not more than 40 % of silver",
63838,32538,3815120090,Other,
32638,10238,3815190000,Other,
64938,32638,3815191000,"Catalyst in the form of grains of which 90 % or more by weight have a particle-size not exceeding 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight:<br>- 20 % or more but not more than 35 % of copper and<br>- 2 % or more but not more than 3 % of bismuth,<br>and of an apparent specific gravity of 0,2 or more but not exceeding 1,0",
65038,32638,3815199000,Other,
84038,65038,3815199010,"Catalysts consisting of chromium trioxide, dichromium trioxide or organometallic compounds of chromium, fixed on a silicon dioxide support with a pore volume of 2cm3/g or more (as determined by the nitrogen absorption method)",
84138,65038,3815199013,"Catalyst consisting of:<br> <br>- chromium trioxide (CAS RN 1333-82-0),<br> <br>- dichromium trioxide (CAS RN 1308-38-9),<br>on a support of aluminium oxide (CAS RN 1344-28-1)",
84238,65038,3815199015,"Catalyst, in the form of a powder, consisting of a mixture of metal oxides fixed on a support of silicon dioxide, containing by weight 20 % or more but not more than 40 % of molybdenum, bismuth and iron evaluated together, for use in the manufacture of acrylonitrile",
84438,65038,3815199020,"Catalyst,<br> <br>- in the form of solid spheres,<br> <br>- of a diameter of 4 mm or more but not more than 12 mm, and<br> <br>- consisting of a mixture of molybdenum oxide and other metal oxides, supported on silicon dioxide and/or aluminium oxide,<br>for use in the manufacture of acrylic acid",
84538,65038,3815199025,"Catalyst in the form of spheres of a diameter of 4,2 mm or more but not more than 9 mm, consisting of a mixture of metal oxides containing predominantly oxides of molybdenum, nickel, cobalt and iron, on a support of aluminium oxide, for use in the manufacture of acrylic aldehyde",
84638,65038,3815199030,"Catalyst containing titanium tetrachloride supported on magnesium dichloride, for use in the manufacture of polypropylene",
84838,65038,3815199035,Catalyst consisting of tungstosilicic acid hydrate (CAS RN 12027-43-9) impregnated on a support of silicon dioxide in the form of a powder,
85538,65038,3815199065,Catalyst consisting of phosphoric acid chemically bonded to a support of silicon dioxide,
85638,65038,3815199070,"Catalyst consisting of organo-metallic compounds of aluminium and zirconium, fixed on a support of silicon dioxide",
85738,65038,3815199075,"Catalyst consisting of organo-metallic compounds of aluminium and chromium, fixed on a support of silicon dioxide",
85838,65038,3815199080,"Catalyst consisting of organo-metallic compounds of magnesium and titanium, fixed on a support of silicon dioxide, in the form of a suspension in mineral oil",
85938,65038,3815199085,"Catalyst consisting of organo-metallic compounds of aluminium, magnesium and titanium, fixed on a support of silicon dioxide, in the form of powder",
86038,65038,3815199086,"Catalyst containing titanium tetrachloride supported on magnesium dichloride, for use in the manufacture of polyolefins",
86138,65038,3815199087,"Cathode, in rolls, for air zinc button cell batteries (hearing aid batteries)",
86238,65038,3815199090,Other,
10338,1838,3815900000,Other,
34638,10338,3815901000,Catalyst consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol,
34738,10338,3815909000,Other,
65238,34738,3815909016,Initiator based on dimethylaminopropyl urea,
65338,34738,3815909018,"Oxidation catalyst with an active ingredient of di[manganese (1+)], 1,2-bis(octahydro-4,7-dimethyl-1H-1,4,7-triazonine-1-yl-kN<sup>1</sup>, kN<sup>4</sup>, kN<sup>7</sup>)ethane-di-μ-oxo-μ-(ethanoato-kO, kO')-, di[chloride(1-)], used to accelerate chemical oxidation or bleaching (CAS RN 1217890-37-3)",
65538,34738,3815909022,Catalyst in powder form consisting by weight of 95 % (± 1 %) titanium dioxide and 5 % (± 1 %) silicon dioxide,
65738,34738,3815909025,"Catalyst consisting by weight of:<br> <br>- 30 % or more but not more than 33 % of bis(4-(diphenylsulphonio)phenyl)sulphide bis(hexafluorophosphate) (CAS RN 74227-35-3), and<br> <br>- 24 % or more but not more than 27 % of diphenyl(4-phenylthio)phenylsuphonium hexafluorophosphate (CAS RN 68156-13-8)<br>in propylene carbonate (CAS RN 108-32-7)",
66038,34738,3815909030,"Catalyst, consisting of a suspension in mineral oil of: <br>- tetrahydrofuran complexes of magnesium chloride and titanium(III) chloride; and <br> <br>- silicon dioxide <br> <br>- containing 6,6 % (± 0,6 %) by weight of magnesium, and <br> <br>- containing 2,3 % (± 0,2 %) by weight of titanium",
66338,34738,3815909035,"Catalyst containing by weight:<br> <br>- 25 % or more but not more than 27,5 % of bis[4-(diphenylsuphonio)phenyl]sulphide bis(hexafluoroantimonate) (CAS RN 89452-37-9), and<br> <br>- 20 % or more but not more than 22,5 % of diphenyl(4-phenylthio)phenylsufonium hexafluoroantimonate (CAS RN 71449-78-0)<br>in propylene carbonate (CAS RN 108-32-7)",
66538,34738,3815909040,"Catalyst:<br> <br>- containing molybdenum oxide and other metal oxides in a silicon dioxide matrix,<br> <br>- in the form of hollow cylindrical solids of a length of 4 mm or more but not more than 12 mm<br>for use in the manufacture of acrylic acid",
66738,34738,3815909050,"Catalyst containing titanium trichloride, in the form of a suspension in hexane or heptane containing by weight, in the hexane- or heptane-free material, 9 % or more but not more than 30 % of titanium",
67138,34738,3815909070,"Catalyst, consisting of a mixture of (2-hydroxypropyl)trimethylammonium formate and dipropylene glycols",
67538,34738,3815909076,Catalyst consisting of titanium dioxide and tungsten trioxide,
67738,34738,3815909080,Catalyst consisting predominantly of dinonylnaphthalenedisulphonic acid in the form of a solution in isobutanol,
67838,34738,3815909081,"Catalyst, containing by weight 69 % or more but not more than 79 % of (2-hydroxy-1-methylethyl)trimethylammonium 2-ethylhexanoate",
68238,34738,3815909085,"Catalyst based on aluminosilicate (zeolite), for the alkylation of aromatic hydrocarbons, for the transalkylation of alkylaromatic hydrocarbons or for the oligomerization of olefins",
68338,34738,3815909086,"Catalyst, in the form of rodlets, consisting of an aluminosilicate (zeolite), containing by weight 2 % or more but not more than 3 % of rare-earth metal oxides and less than 1 % of disodium oxide",
68538,34738,3815909088,"Catalyst, consisting of titanium tetrachloride and magnesium chloride, containing by weight on an oil- and hexane-free basis:<br> <br>- 4 % or more but not more than 10 % of titanium and<br> <br>- 10 % or more but not more than 20 % magnesium<br>",
68638,34738,3815909089,"Rhodococcus rhodocrous J1 bacteria, containing enzymes, suspended in a polyacrylamide gel or in water, for use as a catalyst in the production of acrylamide by the hydration of acrylonitrile",
68738,34738,3815909090,Other,
1938,338,3816000000,"Refractory cements, mortars, concretes and similar compositions, other than products of heading 3801",
2038,338,3817000000,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902",
18438,2038,3817005000,Linear alkylbenzenes,
34838,18438,3817005010,"Mixture of alkylbenzenes (C14-26) containing by weight:<br> <br>- 35 % or more but not more than 60 % of eicosylbenzene,<br> <br>- 25 % or more but not more than 50 % of docosylbenzene,<br> <br>- 5 % or more but not more than 25 % of tetracosylbenzene<br>",
34938,18438,3817005090,Other,
18538,2038,3817008000,Other,
35038,18538,3817008010,"Mixture of alkylnaphthalenes, containing by weight:<br> <br>- 88 % or more but not more than 98 % of hexadecylnaphthalene<br> <br>- 2 % or more but not more than 12 % of dihexadecylnaphthalene<br>",
35138,18538,3817008020,Mixture of branched alkyl benzenes mainly containing dodecyl benzenes,
35238,18538,3817008030,"Mixed alkylnaphthalenes, modified with aliphatic chains, of a chain-length varying from 12 to 56 carbon atoms",
35338,18538,3817008090,Other,
2138,338,3818000000,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",
18938,2138,3818001000,Doped silicon,
35938,18938,,Wafers of the type used in crystalline silicon photovoltaic modules or panels with a thickness of the wafers not exceeding 400 μm,
68838,35938,3818001011,"Consigned from the People's Republic of China, unless the products are in transit in the sense of Article V GATT (http://www.wto.org/english/docs_e/legal_e/gatt47_01_e.htm)",
68938,35938,3818001019,Other,
36838,18938,3818001090,Other,
19038,2138,3818009000,Other,
2238,338,3819000000,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals",
12038,2238,3819000010,"Based on silicate or phosphoric esters, for use in certain types of aircraft",
12138,2238,3819000020,Fire resistant hydraulic fluid based on phosphate ester,
12238,2238,3819000090,Other,
3238,338,3820000000,Anti-freezing preparations and prepared de-icing fluids,
12438,3238,,"Ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union), denatured or undenatured, excluding products with a water content of more than 0,3 % (m/m) measured according to the standard EN 15376, but including ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union) contained in blends with gasoline with an ethyl alcohol content of more than 10 % (v/v)",
37238,12438,3820000011,For use as fuel,
37338,12438,3820000019,For other uses,
12638,3238,3820000090,Other,
2538,338,3821000000,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",
2638,338,3822000000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 3002 or 3006; certified reference materials",
2838,338,3823000000,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols,
13138,2838,,Industrial monocarboxylic fatty acids; acid oils from refining,
37738,13138,3823110000,Stearic acid,
69038,37738,3823110010,Of a kind used for animal feed,
69138,37738,3823110090,Other,
37838,13138,3823120000,Oleic acid,
69238,37838,3823120010,Of a kind used for animal feed,
69338,37838,3823120090,Other,
47138,13138,3823130000,Tall oil fatty acids,
69438,47138,3823130010,Of a kind used for animal feed,
69538,47138,3823130090,Other,
38138,13138,3823190000,Other,
69638,38138,3823191000,Distilled fatty acids,
86338,69638,3823191010,Of a kind used for animal feed,
86538,69638,3823191090,Other,
69738,38138,3823193000,Fatty acid distillate,
86838,69738,,"Palm fatty acid distillate, whether or not hydrogenated, with free fatty acid content 80 % or more for use in the manufacture of",
104838,86838,3823193020,"industrial monocarboxylic fatty acids of heading 3823,<br> <br>stearic acid of heading 3823,<br> <br>stearic acid of heading 2915,<br> <br>palmitic acid of heading 2915",
104938,86838,3823193030,animal feed preparations of subheading 2309<br>,
86938,69738,,Other,
105038,86938,3823193080,Of a kind used for animal feed,
105138,86938,3823193089,Other,
69838,38138,3823199000,Other,
87238,69838,,Palm acid oils from refining for use in the manufacture of,
105238,87238,3823199020,"industrial monocarboxylic fatty acids of heading 3823,<br> <br>stearic acid of heading 3823,<br> <br>stearic acid of heading 2915,<br> <br>palmitic acid of heading 2915",
105338,87238,3823199030,animal feed preparations of subheading 2309<br>,
87338,69838,,Other,
105438,87338,3823199080,Of a kind used for animal feed,
105538,87338,3823199089,Other,
13738,2838,3823700000,Industrial fatty alcohols,
38738,13738,3823700010,Of a kind used for animal feed,
39038,13738,3823700090,Other,
2938,338,3824000000,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included",
19238,2938,3824100000,Prepared binders for foundry moulds or cores,
40138,19238,3824100010,Based on synthetic resins,
40238,19238,3824100090,Other,
19338,2938,3824300000,Non-agglomerated metal carbides mixed together or with metallic binders,
40338,19338,3824300010,Tungsten carbide simply mixed with metallic powder,
40438,19338,3824300090,Other,
14438,2938,3824400000,"Prepared additives for cements, mortars or concretes",
14538,2938,3824500000,Non-refractory mortars and concretes,
40538,14538,3824501000,Concrete ready to pour,
40638,14538,3824509000,Other,
14638,2938,3824600000,Sorbitol other than that of subheading 2905 44,
40738,14638,,In aqueous solution,
71838,40738,3824601100,"Containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content",
71938,40738,3824601900,Other,
40838,14638,,Other,
72038,40838,3824609100,"Containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content",
72138,40838,3824609900,Other,
14738,2938,,"Mixtures containing halogenated derivatives of methane, ethane or propane",
47338,14738,3824710000,"Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)",
41238,14738,3824720000,"Containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",
41338,14738,3824730000,Containing hydrobromofluorocarbons (HBFCs),
41438,14738,3824740000,"Containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)",
41538,14738,3824750000,Containing carbon tetrachloride,
41638,14738,3824760000,"Containing 1,1,1-trichloroethane (methyl chloroform)",
41738,14738,3824770000,Containing bromomethane (methyl bromide) or bromochloromethane,
47538,14738,3824780000,"Containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs)",
72438,47538,3824781000,"Containing only 1,1,1-trifluoroethane and pentafluoroethane",
72538,47538,3824782000,"Containing only 1,1,1-trifluoroethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane",
72638,47538,3824783000,Containing only difluoromethane and pentafluoroethane,
72738,47538,3824784000,"Containing only difluoromethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane",
72838,47538,3824788000,Containing unsaturated hydrofluorocarbons,
72938,47538,3824789000,Other,
47838,14738,3824790000,Other,
